transaction_id,account_id,merchant_id,transaction_ts,amount,direction
t0032626,a000407,m045,2024-08-17 10:49:46,55.95,credit
t0032627,a000566,m041,2024-12-10 22:10:45,7.29,debit
t0032628,a000366,m036,2024-08-07 17:00:58,5.04,credit
t0032629,a000224,m050,2024-11-01 16:57:15,208.22,debit
t0032630,a000545,m032,2024-09-19 00:06:40,36.44,debit
t0032631,a001329,m094,2024-08-16 23:04:35,103.11,debit
t0032632,a000050,m037,2024-07-16 00:21:50,37.16,debit
t0032633,a000002,m047,2024-09-01 02:51:22,151.96,debit
t0032634,a000043,m021,2024-11-17 09:24:16,31.06,debit
t0032635,a000300,m042,2024-09-18 20:20:33,5.58,debit
t0032636,a001048,m071,2024-08-13 21:43:02,7.12,debit
t0032637,a000526,m083,2024-10-07 03:55:56,5.08,debit
t0032638,a000163,m068,2024-09-27 16:56:53,62.05,debit
t0032639,a000804,m079,2024-12-02 06:26:53,85.33,debit
t0032640,a001071,m044,2024-12-30 16:44:43,6.3,debit
t0032641,a000804,m052,2024-10-25 10:50:54,115.74,debit
t0032642,a000994,m060,2024-11-19 19:02:39,88.96,credit
t0032643,a000587,m015,2024-12-17 04:06:02,18.54,debit
t0032644,a000749,m078,2024-10-04 01:18:48,72.01,credit
t0032645,a000656,m003,2024-12-14 18:05:35,46.36,credit
t0032646,a000257,m099,2024-11-21 08:57:04,55.56,credit
t0032647,a001268,m082,2024-09-30 21:17:45,84.65,debit
t0032648,a000031,m096,2024-09-19 07:58:25,29.76,debit
t0032649,a001166,m036,2024-08-20 12:24:01,22.95,debit
t0032650,a001329,m082,2024-09-30 21:08:25,11.23,debit
t0032651,a001442,m030,2024-11-21 10:52:14,97.49,debit
t0032652,a000972,m058,2024-11-30 23:59:53,751.15,credit
t0032653,a000458,m080,2024-09-11 20:19:50,16.43,debit
t0032654,a000207,m032,2024-10-29 12:12:58,363.07,debit
t0032655,a000120,m047,2024-08-25 12:58:15,51.71,debit
t0032656,a001422,m099,2024-08-14 07:52:51,60.67,debit
t0032657,a001425,m021,2024-07-21 19:32:00,93.33,debit
t0032658,a000895,m040,2024-07-17 09:49:58,291.5,debit
t0032659,a001280,m042,2024-08-08 09:10:27,33.0,debit
t0032660,a001362,m003,2024-10-08 15:23:33,26.59,debit
t0032661,a000106,m025,2024-11-06 03:44:00,125.43,debit
t0032662,a001231,m061,2024-07-28 17:45:19,79.15,debit
t0032663,a001445,m061,2024-09-10 13:42:13,21.74,debit
t0032664,a001003,m006,2024-10-17 03:05:45,22.0,debit
t0032665,a001379,m038,2024-08-13 21:51:12,52.68,debit
t0032666,a000188,m009,2024-12-27 10:36:23,15.92,debit
t0032667,a000959,m047,2024-09-24 02:53:08,53.6,debit
t0032668,a000860,m030,2024-11-10 11:31:32,127.49,debit
t0032669,a000915,m036,2024-11-17 06:12:14,43.39,debit
t0032670,a000468,m012,2024-07-29 04:51:05,36.71,credit
t0032671,a000848,m097,2024-08-06 04:18:37,58.24,debit
t0032672,a001214,m083,2024-07-06 10:40:36,41.88,debit
t0032673,a000721,m062,2024-10-17 13:15:59,48.69,debit
t0032674,a000402,m003,2024-12-22 03:46:07,73.07,debit
t0032675,a001291,m056,2024-07-23 12:55:25,142.15,debit
t0032676,a000300,m031,2024-10-06 02:48:09,29.61,debit
t0032677,a001200,m039,2024-12-29 12:45:55,25.94,debit
t0032678,a001308,m065,2024-07-21 04:04:45,104.94,debit
t0032679,a000941,m052,2024-11-14 12:19:03,61.46,debit
t0032680,a001156,m098,2024-07-28 17:58:47,24.99,debit
t0032681,a000474,m029,2024-12-05 13:45:36,16.43,debit
t0032682,a000669,m024,2024-09-18 05:24:38,9.52,debit
t0032683,a000539,m004,2024-07-22 10:36:23,9.35,credit
t0032684,a000916,m048,2024-09-11 02:01:13,36.01,debit
t0032685,a000997,m094,2024-10-12 04:42:51,15.73,debit
t0032686,a000131,m008,2024-11-18 05:17:46,41.59,debit
t0032687,a001011,m027,2024-07-10 06:54:08,251.73,debit
t0032688,a000476,m003,2024-11-09 20:26:35,18.51,credit
t0032689,a001186,m035,2024-11-27 22:24:51,122.32,debit
t0032690,a000637,m061,2024-12-24 23:17:56,16.65,debit
t0032691,a001194,m002,2024-09-12 02:53:01,60.3,debit
t0032692,a000766,m092,2024-11-23 03:39:51,37.24,debit
t0032693,a000596,m081,2024-08-21 17:26:03,39.09,debit
t0032694,a000588,m021,2024-09-07 09:33:25,29.58,debit
t0032695,a000506,m090,2024-12-18 07:41:31,402.63,debit
t0032696,a000135,m038,2024-09-02 01:25:21,33.51,debit
t0032697,a001143,m063,2024-10-17 06:11:57,55.45,credit
t0032698,a000302,m003,2024-10-04 04:16:22,10.36,debit
t0032699,a000807,m011,2024-10-03 12:20:36,97.21,debit
t0032700,a001455,m012,2024-09-04 03:31:26,41.94,debit
t0032701,a001303,m068,2024-07-09 18:53:18,72.44,debit
t0032702,a000379,m096,2024-09-25 09:45:56,139.82,debit
t0032703,a000611,m011,2024-08-09 11:56:57,69.15,debit
t0032704,a000293,m064,2024-09-28 06:53:39,9.19,debit
t0032705,a001266,m036,2024-11-07 02:56:44,2.17,debit
t0032706,a000502,m010,2024-11-01 18:13:01,13.73,debit
t0032707,a000850,m052,2024-08-14 17:43:24,51.6,credit
t0032708,a000089,m044,2024-11-07 19:37:22,62.17,debit
t0032709,a000672,m041,2024-07-22 08:02:36,15.92,debit
t0032710,a001214,m033,2024-09-12 18:33:49,3.34,credit
t0032711,a000376,m039,2024-12-30 17:25:27,37.57,debit
t0032712,a001015,m035,2024-09-10 05:32:04,42.01,debit
t0032713,a000113,m003,2024-10-23 04:50:37,30.47,debit
t0032714,a000409,m014,2024-08-15 02:36:09,1145.76,debit
t0032715,a000780,m074,2024-07-22 02:35:02,28.38,debit
t0032716,a000546,m008,2024-08-16 06:49:00,103.97,debit
t0032717,a000642,m055,2024-09-17 08:47:22,4.29,debit
t0032718,a000999,m100,2024-09-14 18:25:36,2.06,debit
t0032719,a000257,m066,2024-10-12 07:05:42,68.15,debit
t0032720,a000348,m032,2024-07-15 19:36:13,12.41,debit
t0032721,a000479,m058,2024-07-05 08:11:23,4.47,debit
t0032722,a000287,m066,2024-11-10 09:48:24,316.98,debit
t0032723,a000269,m081,2024-07-07 07:04:40,47.06,debit
t0032724,a001260,m098,2024-12-20 03:29:03,137.04,debit
t0032725,a000994,m049,2024-12-03 16:32:38,20.72,debit
t0032726,a000209,m032,2024-10-27 06:29:55,107.26,debit
t0032727,a000441,m059,2024-09-02 16:42:38,13.87,debit
t0032728,a000522,m037,2024-07-25 16:49:02,14.64,debit
t0032729,a000563,m042,2024-09-11 16:15:48,6.1,debit
t0032730,a000753,m047,2024-12-26 23:25:42,700.46,debit
t0032731,a000471,m003,2024-10-08 17:18:17,56.43,debit
t0032732,a000296,m068,2024-12-02 15:43:51,64.83,debit
t0032733,a000482,m024,2024-12-06 09:31:35,21.5,debit
t0032734,a000019,m020,2024-09-27 01:22:43,13.49,credit
t0032735,a000711,m076,2024-07-11 06:36:31,28.99,debit
t0032736,a001204,m066,2024-09-07 01:00:36,10580.13,debit
t0032737,a000472,m051,2024-08-04 19:32:02,57.69,debit
t0032738,a001377,m063,2024-09-11 14:37:19,58.61,debit
t0032739,a000128,m088,2024-08-22 01:49:07,13.74,debit
t0032740,a000340,m050,2024-09-17 04:55:42,22.53,debit
t0032741,a000157,m092,2024-08-28 22:24:57,18.67,debit
t0032742,a001334,m024,2024-12-05 14:04:00,4.46,debit
t0032743,a000362,m020,2024-07-11 08:18:51,10.74,debit
t0032744,a001184,m086,2024-11-04 10:25:47,8.89,credit
t0032745,a000102,m071,2024-07-19 05:22:17,17.23,debit
t0032746,a000481,m086,2024-11-08 21:13:28,83.67,debit
t0032747,a000107,m033,2024-09-14 16:05:04,14.12,debit
t0032748,a000960,m004,2024-08-06 16:14:53,47.07,debit
t0032749,a000612,m049,2024-10-23 04:10:26,25.89,debit
t0032750,a001343,m050,2024-08-05 14:47:43,39.53,debit
t0032751,a000744,m062,2024-07-14 17:56:54,55.84,credit
t0032752,a000957,m095,2024-12-22 12:55:07,37.33,debit
t0032753,a000936,m077,2024-11-16 17:41:40,32.35,debit
t0032754,a000108,m011,2024-08-27 18:19:24,15.57,credit
t0032755,a000063,m079,2024-08-25 13:20:56,49.9,debit
t0032756,a000449,m073,2024-10-24 13:19:53,109.88,debit
t0032757,a000538,m057,2024-12-03 06:27:55,4.48,debit
t0032758,a001427,m018,2024-10-29 01:22:21,16.62,credit
t0032759,a000007,m083,2024-08-26 08:48:58,59.74,debit
t0032760,a001249,m028,2024-07-15 16:30:36,50.59,debit
t0032761,a001339,m054,2024-08-24 20:16:44,57.22,debit
t0032762,a000691,m055,2024-08-19 19:54:13,7.32,debit
t0032763,a000481,m040,2024-10-07 21:12:54,55.01,debit
t0032764,a000324,m079,2024-10-27 19:15:25,7.13,debit
t0032765,a000572,m096,2024-07-21 14:33:57,12.57,credit
t0032766,a000252,m069,2024-08-18 02:04:08,57.62,debit
t0032767,a001241,m011,2024-07-27 06:36:41,3.33,credit
t0032768,a000327,m013,2024-09-30 18:09:18,9.95,debit
t0032769,a001066,m061,2024-10-05 05:33:35,44.83,debit
t0032770,a001235,m088,2024-08-05 21:03:58,3.22,debit
t0032771,a000033,m041,2024-08-20 05:49:03,12.4,debit
t0032772,a000246,m031,2024-09-17 15:28:38,39.39,debit
t0032773,a000726,m046,2024-11-26 08:15:52,11.98,debit
t0032774,a001046,m004,2024-10-11 18:13:31,111.08,debit
t0032775,a000480,m048,2024-11-28 03:42:02,15.96,debit
t0032776,a000189,m076,2024-07-31 09:24:51,54.35,debit
t0032777,a001224,m066,2024-08-17 05:45:31,7.26,credit
t0032778,a001016,m094,2024-09-18 03:26:56,6.14,debit
t0032779,a001419,m089,2024-10-20 22:18:39,27.78,debit
t0032780,a000771,m059,2024-11-30 14:46:38,66.39,debit
t0032781,a000648,m094,2024-10-29 12:24:31,45.31,debit
t0032782,a000690,m027,2024-10-31 07:54:14,475.44,debit
t0032783,a001119,m012,2024-07-13 05:52:07,7.69,debit
t0032784,a001067,m048,2024-10-29 05:51:50,139.23,debit
t0032785,a001231,m095,2024-08-18 00:04:19,8.99,credit
t0032786,a000247,m094,2024-09-10 02:16:29,25.82,debit
t0032787,a001385,m067,2024-09-07 15:34:46,23.85,debit
t0032788,a000897,m016,2024-11-13 12:39:23,38.91,debit
t0032789,a001036,m080,2024-12-11 17:11:42,105.0,debit
t0032790,a000651,m030,2024-10-03 06:30:54,15.61,debit
t0032791,a000673,m042,2024-10-19 03:29:51,49.5,debit
t0032792,a000270,m095,2024-09-01 17:09:25,34.55,debit
t0032793,a001029,m089,2024-07-08 18:27:30,16.2,debit
t0032794,a000202,m084,2024-09-28 06:32:48,17.08,debit
t0032795,a000004,m049,2024-09-24 04:50:49,30.05,debit
t0032796,a000942,m005,2024-07-27 22:45:57,16.65,debit
t0032797,a000349,m040,2024-10-17 21:32:01,168.81,credit
t0032798,a000731,m092,2024-11-27 01:08:56,61.86,debit
t0032799,a000429,m058,2024-07-08 14:44:38,21.58,debit
t0032800,a000781,m047,2024-11-06 04:41:21,44.09,debit
t0032801,a000257,m016,2024-07-05 15:34:53,29.91,debit
t0032802,a000255,m037,2024-11-21 03:18:17,51.41,debit
t0032803,a000933,m008,2024-10-17 06:55:55,82.2,debit
t0032804,a000818,m031,2024-10-22 01:58:57,25.34,debit
t0032805,a000158,m047,2024-07-08 01:56:01,31.91,debit
t0032806,a000614,m098,2024-07-17 06:28:48,79.36,credit
t0032807,a001434,m064,2024-07-28 16:35:13,8.41,credit
t0032808,a000865,m044,2024-12-29 02:03:13,20.34,debit
t0032809,a000231,m011,2024-12-31 10:51:57,7.1,credit
t0032810,a000035,m008,2024-08-11 12:47:14,80.43,debit
t0032811,a000485,m091,2024-12-15 23:57:50,16.15,debit
t0032812,a000255,m037,2024-09-04 19:31:53,68.55,debit
t0032813,a001118,m015,2024-10-11 12:31:49,53.68,debit
t0032814,a000164,m095,2024-07-15 20:31:30,47.08,debit
t0032815,a001336,m079,2024-08-02 19:34:36,22.84,credit
t0032816,a000969,m001,2024-11-05 18:38:56,27.62,debit
t0032817,a000031,m020,2024-07-28 15:03:35,54.34,debit
t0032818,a000944,m071,2024-12-15 17:38:16,40.22,debit
t0032819,a000800,m096,2024-12-08 02:32:48,30.1,debit
t0032820,a001268,m052,2024-09-03 23:48:18,25.95,debit
t0032821,a000435,m041,2024-07-07 10:06:19,28.88,debit
t0032822,a001265,m044,2024-12-08 14:17:14,126.25,debit
t0032823,a000079,m093,2024-11-12 21:28:13,20.52,debit
t0032824,a000458,m024,2024-11-26 14:09:07,40.44,credit
t0032825,a000642,m031,2024-12-17 04:44:23,105.85,debit
t0032826,a000107,m097,2024-10-03 12:19:17,44.32,debit
t0032827,a001397,m031,2024-09-19 12:18:28,37.4,debit
t0032828,a001398,m003,2024-07-15 14:34:59,9.45,debit
t0032829,a001052,m070,2024-10-12 07:37:14,8.43,debit
t0032830,a001101,m085,2024-11-02 17:07:13,132.89,debit
t0032831,a000128,m093,2024-10-14 15:04:40,10.87,debit
t0032832,a000348,m095,2024-08-07 07:02:31,42.76,debit
t0032833,a000760,m085,2024-10-19 16:14:44,82.66,debit
t0032834,a000721,m015,2024-10-18 16:46:13,39.41,debit
t0032835,a000300,m067,2024-11-09 13:59:09,63.26,debit
t0032836,a000600,m084,2024-08-16 13:47:24,33.68,debit
t0032837,a000961,m041,2024-10-08 13:14:22,83.83,debit
t0032838,a001229,m091,2024-09-23 13:51:51,86.78,debit
t0032839,a001201,m100,2024-09-09 11:00:18,7.76,debit
t0032840,a000950,m014,2024-11-27 08:14:35,51.84,debit
t0032841,a000191,m093,2024-08-06 12:29:05,101.07,debit
t0032842,a001182,m100,2024-10-13 20:29:53,21.92,debit
t0032843,a001423,m094,2024-11-18 13:57:42,14.76,debit
t0032844,a000698,m032,2024-07-28 00:25:18,809.93,debit
t0032845,a001012,m026,2024-12-14 17:25:10,25.54,debit
t0032846,a001459,m015,2024-10-20 18:17:07,27.29,credit
t0032847,a000371,m081,2024-11-19 02:15:19,127.07,debit
t0032848,a000666,m088,2024-08-09 13:04:27,70.21,debit
t0032849,a000190,m089,2024-07-18 06:27:49,12.25,debit
t0032850,a000361,m015,2024-09-14 10:45:30,39.46,debit
t0032851,a001185,m078,2024-11-02 15:00:02,23.78,debit
t0032852,a000984,m024,2024-07-12 06:49:39,111.26,debit
t0032853,a000580,m072,2024-12-02 00:06:02,18.31,debit
t0032854,a001054,m036,2024-07-27 18:41:32,83.94,debit
t0032855,a000305,m097,2024-08-02 11:22:28,12.47,debit
t0032856,a000810,m070,2024-12-19 12:55:09,5.11,debit
t0032857,a001207,m010,2024-09-08 04:01:32,37.51,debit
t0032858,a000160,m078,2024-10-25 22:35:47,28.13,debit
t0032859,a000200,m023,2024-08-22 03:06:21,117.05,debit
t0032860,a001340,m022,2024-12-04 03:19:02,166.56,debit
t0032861,a001275,m068,2024-09-09 20:07:10,5.9,credit
t0032862,a000514,m080,2024-10-25 05:45:28,13.64,debit
t0032863,a000836,m014,2024-10-10 18:15:43,15.57,debit
t0032864,a000282,m013,2024-11-05 21:52:24,31.62,debit
t0032865,a000863,m086,2024-11-10 05:09:29,614.92,debit
t0032866,a000687,m055,2024-11-21 21:35:52,26.57,debit
t0032867,a000528,m017,2024-07-17 02:24:14,28.65,debit
t0032868,a000963,m086,2024-07-27 17:09:15,59.1,debit
t0032869,a000694,m075,2024-12-14 00:09:39,10.24,credit
t0032870,a000850,m043,2024-09-26 22:03:15,18.32,credit
t0032871,a000033,m012,2024-09-25 03:50:19,51.69,credit
t0032872,a000415,m042,2024-08-16 00:00:12,12.37,debit
t0032873,a000039,m037,2024-12-15 04:08:47,146.27,debit
t0032874,a000167,m038,2024-12-06 12:23:49,113.09,debit
t0032875,a000163,m074,2024-07-20 08:23:10,48.87,debit
t0032876,a000653,m066,2024-08-09 19:42:00,33.45,debit
t0032877,a001314,m010,2024-11-16 15:34:53,24.39,debit
t0032878,a001058,m011,2024-10-08 14:03:05,75.01,debit
t0032879,a001421,m095,2024-12-17 08:39:59,327.13,credit
t0032880,a001053,m002,2024-10-29 00:16:03,51.96,debit
t0032881,a001388,m080,2024-10-31 18:48:04,74.77,debit
t0032882,a000620,m069,2024-09-14 20:07:25,22.1,debit
t0032883,a000312,m045,2024-09-24 07:29:05,29.31,debit
t0032884,a000971,m084,2024-11-29 07:08:51,11.51,debit
t0032885,a001364,m078,2024-07-17 07:19:15,8.16,debit
t0032886,a001302,m077,2024-10-17 17:33:59,128.04,debit
t0032887,a000538,m042,2024-09-18 00:52:31,68.84,credit
t0032888,a000479,m040,2024-08-21 05:21:57,27.05,debit
t0032889,a001115,m019,2024-09-23 17:24:24,48.74,debit
t0032890,a000389,m068,2024-07-23 09:08:23,12.28,debit
t0032891,a000434,m039,2024-09-20 15:00:29,20.71,debit
t0032892,a000834,m088,2024-10-12 11:23:59,9.36,debit
t0032893,a000323,m097,2024-09-11 21:40:13,4.23,debit
t0032894,a001275,m017,2024-07-31 17:16:15,20.39,credit
t0032895,a001206,m023,2024-10-28 11:25:12,52.97,debit
t0032896,a000556,m073,2024-10-11 10:03:39,14.66,debit
t0032897,a001438,m093,2024-08-16 10:52:10,14.01,credit
t0032898,a000237,m007,2024-08-15 19:17:28,58.31,debit
t0032899,a001322,m065,2024-11-22 00:37:16,31.18,credit
t0032900,a000691,m078,2024-07-09 15:07:31,34.36,debit
t0032901,a001100,m014,2024-09-14 18:52:58,37.78,debit
t0032902,a001461,m070,2024-11-06 23:23:30,11.0,debit
t0032903,a001108,m094,2024-08-03 09:54:11,37.44,credit
t0032904,a000729,m040,2024-12-12 06:38:07,40.18,debit
t0032905,a001278,m088,2024-11-03 21:32:05,47.22,debit
t0032906,a001046,m092,2024-11-15 06:03:04,6.12,debit
t0032907,a000749,m070,2024-11-02 01:54:17,53.81,debit
t0032908,a000894,m082,2024-08-24 11:37:29,81.71,debit
t0032909,a001074,m066,2024-09-02 20:23:38,29.99,debit
t0032910,a000333,m080,2024-10-05 22:56:26,18.23,debit
t0032911,a000467,m046,2024-08-11 05:42:16,4.23,debit
t0032912,a000219,m021,2024-08-29 04:40:30,42.32,debit
t0032913,a000056,m081,2024-09-22 19:35:04,78.64,debit
t0032914,a000772,m044,2024-11-01 02:33:13,25.62,debit
t0032915,a001343,m063,2024-10-23 05:41:11,32.06,debit
t0032916,a001192,m010,2024-08-29 18:25:59,38.31,debit
t0032917,a000970,m093,2024-12-30 16:17:50,377.84,debit
t0032918,a000252,m067,2024-12-14 06:28:43,153.81,debit
t0032919,a000548,m070,2024-08-18 08:11:53,273.15,debit
t0032920,a001201,m002,2024-08-22 01:31:25,34.11,debit
t0032921,a000167,m035,2024-12-23 12:03:48,56.18,debit
t0032922,a000306,m075,2024-09-06 13:44:52,34.3,debit
t0032923,a000285,m068,2024-10-02 04:37:43,155.02,debit
t0032924,a000790,m033,2024-11-27 16:08:22,18.15,debit
t0032925,a000169,m100,2024-09-20 15:58:38,88.29,debit
t0032926,a000849,m071,2024-09-08 19:42:45,26.44,debit
t0032927,a001348,m031,2024-12-15 17:53:59,38.7,debit
t0032928,a000447,m006,2024-12-12 08:48:47,52.85,debit
t0032929,a000887,m021,2024-10-11 03:16:08,87.56,debit
t0032930,a000466,m045,2024-08-22 04:21:07,13.56,debit
t0032931,a000632,m061,2024-11-23 20:54:59,8.7,debit
t0032932,a000926,m095,2024-12-06 12:56:55,17.66,debit
t0032933,a001005,m013,2024-12-24 16:56:37,22.17,credit
t0032934,a001134,m057,2024-09-09 21:35:42,87.09,debit
t0032935,a001225,m003,2024-08-14 23:47:29,20.54,credit
t0032936,a001167,m089,2024-10-12 10:00:32,11.41,debit
t0032937,a001395,m075,2024-07-08 06:38:57,18.19,debit
t0032938,a000924,m019,2024-09-27 12:41:56,41.14,debit
t0032939,a000347,m051,2024-11-25 22:07:34,6.99,credit
t0032940,a000350,m081,2024-10-25 17:13:39,19.91,debit
t0032941,a000877,m048,2024-07-15 23:48:11,11.5,debit
t0032942,a001042,m063,2024-07-07 01:58:30,67.12,debit
t0032943,a000104,m043,2024-12-15 09:37:11,44.91,debit
t0032944,a000666,m097,2024-09-10 07:23:31,39.7,debit
t0032945,a000698,m027,2024-11-23 12:23:36,1193.29,debit
t0032946,a000060,m065,2024-11-04 13:08:19,44.75,debit
t0032947,a000334,m057,2024-12-14 09:14:49,17.51,debit
t0032948,a001427,m014,2024-11-07 18:35:43,47.04,credit
t0032949,a000658,m061,2024-11-28 12:46:46,19.24,debit
t0032950,a000110,m085,2024-09-03 03:19:52,29.25,credit
t0032951,a000241,m076,2024-09-10 14:58:03,14.42,credit
t0032952,a000953,m012,2024-12-25 13:44:26,43.95,debit
t0032953,a000052,m037,2024-11-01 13:50:47,40.87,debit
t0032954,a000760,m053,2024-07-25 00:27:51,241.73,debit
t0032955,a001056,m063,2024-09-29 18:57:47,49.98,debit
t0032956,a000651,m086,2024-08-28 02:41:54,49.11,debit
t0032957,a000537,m018,2024-10-26 13:36:04,14.15,credit
t0032958,a000378,m050,2024-09-20 14:48:18,21.01,credit
t0032959,a000439,m027,2024-09-26 18:26:25,16.37,debit
t0032960,a000889,m100,2024-11-28 19:55:23,207.91,debit
t0032961,a000947,m033,2024-09-22 22:54:40,58.95,debit
t0032962,a000534,m050,2024-12-05 11:00:35,129.14,debit
t0032963,a000843,m043,2024-11-28 02:37:31,27.38,debit
t0032964,a001275,m013,2024-12-05 18:28:38,72.97,debit
t0032965,a000481,m088,2024-10-24 17:07:46,127.59,debit
t0032966,a001299,m003,2024-11-29 12:27:03,91.73,debit
t0032967,a001217,m018,2024-10-27 16:54:02,10.23,debit
t0032968,a000367,m099,2024-12-13 10:44:41,13.73,debit
t0032969,a001108,m062,2024-12-19 10:53:11,132.29,debit
t0032970,a000649,m040,2024-10-15 12:45:07,32.4,credit
t0032971,a000652,m092,2024-11-20 08:53:36,28.7,debit
t0032972,a000014,m030,2024-09-16 10:21:10,425.34,debit
t0032973,a001091,m056,2024-08-19 17:44:35,110.14,debit
t0032974,a000079,m096,2024-12-20 06:02:36,17.89,debit
t0032975,a000093,m002,2024-09-14 00:29:57,25.63,debit
t0032976,a000554,m024,2024-09-03 19:04:19,35.67,debit
t0032977,a001102,m088,2024-12-18 15:50:51,53.32,debit
t0032978,a000035,m038,2024-07-26 10:07:34,72.47,debit
t0032979,a000121,m029,2024-07-05 20:57:31,15.19,credit
t0032980,a001086,m086,2024-10-31 18:11:01,102.69,credit
t0032981,a000597,m025,2024-09-15 14:29:08,21.11,debit
t0032982,a001258,m042,2024-07-16 13:44:59,1.97,debit
t0032983,a001438,m099,2024-11-16 12:21:18,28.89,debit
t0032984,a000766,m057,2024-09-25 01:34:08,19.78,debit
t0032985,a000684,m081,2024-07-07 20:01:21,28.18,debit
t0032986,a000533,m099,2024-07-26 13:33:53,9.71,credit
t0032987,a001211,m057,2024-10-19 19:59:21,179.16,debit
t0032988,a000133,m068,2024-12-10 22:37:00,35.18,debit
t0032989,a001258,m041,2024-10-03 22:40:54,15.63,debit
t0032990,a000459,m057,2024-08-25 23:13:07,97.63,debit
t0032991,a001453,m001,2024-07-19 06:29:54,13.7,debit
t0032992,a000173,m082,2024-08-01 10:52:52,160.28,debit
t0032993,a000330,m050,2024-07-22 18:48:50,13.88,debit
t0032994,a000249,m039,2024-08-11 16:45:15,165.08,debit
t0032995,a000263,m031,2024-09-21 06:10:17,12.49,debit
t0032996,a000846,m089,2024-12-06 21:40:26,22.3,debit
t0032997,a001091,m060,2024-12-24 14:40:38,35.73,debit
t0032998,a001261,m033,2024-08-16 23:21:55,35.91,debit
t0032999,a001138,m051,2024-10-14 15:06:25,44.17,debit
t0033000,a001404,m008,2024-12-06 05:45:57,53.78,debit
t0033001,a000358,m069,2024-07-22 16:27:42,65.1,debit
t0033002,a000915,m074,2024-10-23 11:21:33,7.4,debit
t0033003,a001341,m010,2024-07-17 16:16:29,12.64,debit
t0033004,a000440,m037,2024-09-06 21:04:14,134.79,debit
t0033005,a000764,m098,2024-12-24 01:29:16,152.82,debit
t0033006,a000683,m091,2024-12-11 08:53:07,10.03,debit
t0033007,a000454,m051,2024-09-20 11:43:40,34.89,debit
t0033008,a000595,m020,2024-10-13 11:13:52,35.19,debit
t0033009,a000019,m043,2024-12-13 17:57:52,48.1,debit
t0033010,a000795,m001,2024-09-26 16:11:40,9.74,debit
t0033011,a000849,m091,2024-12-19 03:46:16,249.15,debit
t0033012,a000555,m086,2024-10-05 15:36:36,11.25,credit
t0033013,a001069,m093,2024-10-26 11:31:28,43.26,debit
t0033014,a001341,m021,2024-11-14 21:07:46,14.07,debit
t0033015,a001126,m032,2024-09-06 14:43:08,157.75,debit
t0033016,a000963,m043,2024-11-16 04:06:37,34.04,debit
t0033017,a000620,m057,2024-11-30 01:20:45,91.17,debit
t0033018,a000837,m043,2024-12-28 16:48:44,33.26,debit
t0033019,a001126,m071,2024-10-04 16:00:06,3.16,debit
t0033020,a001319,m034,2024-08-06 11:07:48,53.32,credit
t0033021,a000639,m035,2024-11-18 20:34:26,21.49,debit
t0033022,a000118,m092,2024-12-15 02:20:45,54.5,debit
t0033023,a000411,m074,2024-12-29 09:12:16,16.17,debit
t0033024,a001347,m071,2024-07-31 13:02:22,51.94,debit
t0033025,a000570,m039,2024-08-25 15:09:47,24.58,debit
t0033026,a000967,m001,2024-10-30 04:58:01,28.52,debit
t0033027,a000447,m030,2024-12-21 01:51:49,60.22,debit
t0033028,a001424,m046,2024-12-30 01:21:31,31.76,debit
t0033029,a000799,m016,2024-09-22 20:41:03,96.58,debit
t0033030,a000153,m065,2024-09-14 13:26:34,46.68,debit
t0033031,a001057,m039,2024-12-19 23:12:06,28.07,debit
t0033032,a000253,m054,2024-11-19 05:41:36,20.94,debit
t0033033,a000889,m079,2024-08-13 13:49:55,9.69,debit
t0033034,a000975,m091,2024-10-25 08:38:30,51.13,debit
t0033035,a000680,m003,2024-11-19 02:35:24,2.96,debit
t0033036,a000139,m033,2024-09-10 19:39:54,9.47,credit
t0033037,a000548,m027,2024-09-25 02:51:12,12.41,debit
t0033038,a000180,m016,2024-11-14 05:06:35,37.42,debit
t0033039,a000533,m078,2024-07-17 17:25:22,21.22,debit
t0033040,a001197,m016,2024-12-24 20:22:44,12.27,debit
t0033041,a000097,m070,2024-10-08 02:25:21,24.92,debit
t0033042,a000625,m049,2024-11-25 07:58:43,64.81,debit
t0033043,a000199,m003,2024-10-09 03:15:52,204.32,debit
t0033044,a001365,m009,2024-12-19 01:05:25,27.22,debit
t0033045,a000660,m064,2024-11-05 12:50:29,25.84,debit
t0033046,a000869,m060,2024-10-20 12:30:03,14.55,debit
t0033047,a000100,m047,2024-11-23 05:13:15,41.19,debit
t0033048,a000689,m035,2024-11-20 22:57:49,14.92,debit
t0033049,a000632,m100,2024-12-26 17:36:34,26.2,debit
t0033050,a001174,m077,2024-07-15 14:15:07,6.98,credit
t0033051,a001064,m055,2024-09-09 13:16:44,5.79,debit
t0033052,a000722,m055,2024-09-13 17:41:39,91.59,debit
t0033053,a000640,m039,2024-10-05 03:47:55,8.45,debit
t0033054,a001244,m043,2024-11-24 14:14:39,20.15,debit
t0033055,a000025,m082,2024-11-04 13:41:13,19.32,debit
t0033056,a001133,m017,2024-10-21 07:06:53,23.1,debit
t0033057,a001129,m044,2024-11-04 08:15:33,23.22,debit
t0033058,a000993,m045,2024-09-14 20:37:17,154.55,debit
t0033059,a000152,m028,2024-10-27 22:30:14,57.97,debit
t0033060,a001228,m041,2024-10-23 04:29:53,29.59,debit
t0033061,a000578,m026,2024-07-31 19:11:27,5.02,debit
